customerid,loannumber,loanamount,totaldue,termdays,closeddate_days,firstduedate_days,firstrepaiddate_days
8a858edd5aa92207015aa9221ce30007,3,10000.0,13000.0,30,55,31,55
8a858ee75afc09f4015affcf7ccf4a2b,2,10000.0,13000.0,30,25,30,24
8a858ef7598334a2015983e07e9e3a2d,4,20000.0,23800.0,30,31,29,31
8a858ef7598334a2015983e07e9e3a2d,6,20000.0,24500.0,30,22,29,22
8a858f965a60fcd2015a61557a7f4325,1,10000.0,13000.0,30,23,29,23
8a858f97594ab63d0159654a74ff2b9c,2,10000.0,13000.0,30,29,29,29
8a858f9f5679951a015692c661784bb8,4,15000.0,18375.0,30,36,29,36
8a858fa154e2912f0154fd34e31275c1,5,30000.0,34500.0,30,29,29,29
8a858fa154e2912f0154fd34e31275c1,14,40000.0,44000.0,30,29,29,29
8a858fa154e2912f0154fd34e31275c1,2,10000.0,13000.0,30,29,29,29
8a858fa45bd95e9a015be40e410c1ad4,2,10000.0,13000.0,30,6,31,6
8a858fab5b9105dc015ba13ec2a57a0a,1,10000.0,11500.0,15,14,14,14
8a858faf5a28ca05015a2952bc3f2e86,2,10000.0,13000.0,30,20,29,20
8a858fb95b5d059d015b5d11da5d1013,6,20000.0,22250.0,15,14,16,14
8a858fd05bfd7d3c015c0c5d3e482a95,1,10000.0,11500.0,15,4,15,4
8a858fde56eb02280156eb911f1e3872,3,10000.0,13000.0,30,29,29,29
8a858fde56eb02280156eb911f1e3872,1,10000.0,11500.0,15,16,15,16
8a858fea5b391cd7015b393b0fa72a93,3,10000.0,11500.0,15,14,14,14
8a858ff25c8250c1015c8290987c2be5,2,10000.0,11500.0,15,16,16,16
8a858e135cb22031015cbf92f3be3c16,1,10000.0,13000.0,30,27,29,27
8a858eac5c451942015c53f18acd04c7,1,10000.0,13000.0,30,31,31,31
8a858f445a4c929e015a4ca09cf50f44,4,20000.0,23800.0,30,23,29,23
8a858f445a4c929e015a4ca09cf50f44,3,10000.0,11500.0,15,2,14,2
8a858fe75be82695015be84134cd19b8,2,10000.0,11500.0,15,32,14,32
8a858e8d56b784480156c22f1aac38f2,7,30000.0,34500.0,30,28,31,28
8a858e965b5e1b91015b608e62345989,3,10000.0,13000.0,30,23,29,23
8a858ea75b1fd476015b214391781ed7,5,15000.0,18375.0,30,25,29,25
8a858eb554d4ccaf0154df9262ec4376,2,10000.0,11500.0,15,13,14,13
8a858eb554d4ccaf0154df9262ec4376,10,30000.0,34400.0,30,25,29,25
8a858eb554d4ccaf0154df9262ec4376,1,10000.0,11500.0,15,19,14,18
8a858ebc572e1e3a0157486799c971bf,1,10000.0,13000.0,30,29,29,29
8a858ebc572e1e3a0157486799c971bf,5,20000.0,23800.0,30,30,31,30
8a858ec95aa3cc45015aa531200a7925,3,10000.0,11500.0,15,3,15,3
8a858ec95aa3cc45015aa531200a7925,6,10000.0,13000.0,30,29,29,29
8a858ee454da1cbd0154dce7be67210f,1,5000.0,5750.0,15,12,14,12
8a858ee454da1cbd0154dce7be67210f,8,10000.0,12800.0,30,6,29,6
8a858ee454da1cbd0154dce7be67210f,4,20000.0,24500.0,30,28,29,28
8a858ef55a46c7c8015a47574114741c,2,10000.0,13000.0,30,32,29,32
8a858f0656b7820c0156bb8b83c8142a,4,20000.0,23800.0,30,15,29,15
8a858f0656b7820c0156bb8b83c8142a,3,10000.0,12250.0,30,19,30,19
8a858f085b494826015b577599db521e,2,10000.0,11500.0,15,20,14,20
8a858f0f5bfd79d2015c01cde70242be,2,10000.0,11500.0,15,2,14,2
8a858f265c1c393e015c20a051d858b0,1,10000.0,11500.0,15,16,16,16
8a858f445cef446f015cf26e763c3504,1,10000.0,11500.0,15,13,17,13
8a858f545908094b0159122a4ef57509,1,10000.0,13000.0,30,19,29,19
8a858f665c2142a0015c2bdbe404659a,3,10000.0,11500.0,15,8,14,8
8a858f6f5b3f095b015b3fb8a8e7099f,1,10000.0,11500.0,15,13,17,13
8a858f8e5c5f46fc015c636d21887a8e,1,10000.0,13000.0,30,31,31,31
8a858f9b5a42e52f015a45ea99c56a99,2,10000.0,13000.0,30,29,29,29
8a858fa5552add5d01554ea9435f677d,1,8000.0,9200.0,15,8,14,8
8a858fa5552add5d01554ea9435f677d,3,20000.0,24500.0,30,11,32,11
8a858faf56b7821c0156d0cd1d693775,5,30000.0,34400.0,30,27,29,27
8a858faf56b7821c0156d0cd1d693775,1,10000.0,13000.0,30,30,29,30
8a858fb95a951d1a015a9627728034e1,3,10000.0,13000.0,30,15,29,15
8a858fc25baeeeff015baf4220f02edb,1,10000.0,13000.0,30,27,31,27
8a858fd3552c756201552d26fb26068d,1,10000.0,13000.0,30,27,32,27
8a858fd3552c756201552d26fb26068d,8,20000.0,24500.0,30,22,29,22
8a858fda56562f8f0156646c526f10f3,2,10000.0,13000.0,30,29,29,29
8a858f61560bc0e501561ce4bc1a17ee,10,40000.0,44000.0,30,29,29,29
8a858f61560bc0e501561ce4bc1a17ee,2,10000.0,11500.0,15,13,14,13
8a858f7a58c218eb0158c43474d013a5,2,10000.0,13000.0,30,36,29,36
8a858f7a58c218eb0158c43474d013a5,6,10000.0,11500.0,15,19,16,19
8a858f8d56e0c3a70157041167c02cf1,1,10000.0,11500.0,15,1,14,1
8a858f8d56e0c3a70157041167c02cf1,10,10000.0,13000.0,30,31,31,31
8a858f92582fcca1015830e86df9601c,4,10000.0,13000.0,30,32,32,32
8a858f92582fcca1015830e86df9601c,3,10000.0,13000.0,30,25,29,25
8a858f9d5bd44001015bd4808a431ecf,2,10000.0,13000.0,30,29,29,29
8a858fa25bd92c20015be258fc2f3a87,3,10000.0,11500.0,15,0,14,0
8a858fa25bd92c20015be258fc2f3a87,7,30000.0,34500.0,30,28,29,28
8a858fa459eecb2a0159eecbae2d0051,6,25000.0,28750.0,30,22,31,22
8a858fb45bb59c21015bba2f3ffe197d,2,10000.0,13000.0,30,30,29,29
8a858fcb5d605acc015d6081f2731909,1,10000.0,13000.0,30,5,29,5
8a858fde570a23dc01570a4cf5e81905,2,10000.0,11500.0,15,12,14,12
8a858fde570a23dc01570a4cf5e81905,3,10000.0,13000.0,30,27,29,27
8a858fe8555f401f0155736da4b20e0a,4,10000.0,11500.0,15,15,18,15
8a858ff25a617906015a6644377f536f,1,10000.0,11500.0,15,7,14,7
8a858ff25a617906015a6644377f536f,2,10000.0,11500.0,15,10,14,10
8a858ff9580b881201581a57953908dc,1,10000.0,13000.0,30,72,29,72
8a8589a7545186b1015468c4ca294b60,1,10000.0,11500.0,15,35,15,34
8a858edf580afd5e01580b8217652c4b,7,30000.0,34500.0,30,27,31,27
8a858edf580afd5e01580b8217652c4b,4,20000.0,23800.0,30,26,29,26
8a858fca5c830943015c8374df2b4096,1,10000.0,11500.0,15,11,15,11
8a85886e54101890015410e563b4325b,2,10000.0,13000.0,30,29,29,29
8a85893d53f104eb0153f65ccad80981,9,30000.0,34500.0,30,20,29,20
8a85893d53f104eb0153f65ccad80981,2,10000.0,11500.0,15,14,14,14
8a85893d53f104eb0153f65ccad80981,1,10000.0,13000.0,30,26,30,26
8a85896653e2e18b0153e56f2a852da4,3,10000.0,13000.0,30,31,31,31
8a85896653e2e18b0153e56f2a852da4,4,10000.0,13000.0,30,37,29,37
8a8589b953bc23f70153c887b4b45c9a,11,15000.0,16500.0,30,19,29,19
8a8589b953bc23f70153c887b4b45c9a,5,20000.0,24500.0,30,30,29,30
8a8589b953bc23f70153c887b4b45c9a,8,30000.0,34400.0,30,29,29,29
8a8589f853f100fb01541386c815605e,2,10000.0,11500.0,15,14,14,13
8a8589f853f100fb01541386c815605e,8,30000.0,36800.0,60,40,31,28
8a858e0256b781d80156dfc0073a1c17,3,10000.0,12250.0,30,31,29,31
8a858e085cc5b826015cc60650982c6c,1,10000.0,13000.0,30,30,30,30
8a858e3c585373380158541ec9ea2d9c,2,10000.0,13000.0,30,30,29,30
8a858e535bab293b015baedbcabf1287,2,10000.0,11500.0,15,20,17,20
8a858e6f5668e01701567005bb5972cf,1,10000.0,13000.0,30,30,29,26
8a858e8e58f6d66f0158fd7ee9af731f,3,10000.0,13000.0,30,28,29,28
8a858e8e58f6d66f0158fd7ee9af731f,8,30000.0,34500.0,30,28,29,28
8a858e935b57cc6a015b57df293c092c,3,10000.0,13000.0,30,29,29,29
8a858eb25b5d2e82015b5d51be422bfa,1,10000.0,13000.0,30,25,30,25
8a858eba5b681df4015b7ff8ae967c76,1,10000.0,13000.0,30,5,29,5
8a858ec95afc0922015afc24b669093f,1,10000.0,13000.0,30,32,31,32
8a858edf594a45ed01597ad745966db1,4,20000.0,23800.0,30,25,29,25
8a858edf594a45ed01597ad745966db1,5,20000.0,21900.0,15,12,14,12
8a858ee25ca1a0f9015ca1c488821488,1,10000.0,11500.0,15,13,14,13
8a858ee755a0c84a0155b7028fea49b6,1,10000.0,13000.0,30,36,29,36
8a858ee755a0c84a0155b7028fea49b6,7,30000.0,36800.0,60,62,31,33
8a858eef5554890501556dcff6f9065f,3,20000.0,22250.0,15,28,14,27
8a858eef5554890501556dcff6f9065f,4,20000.0,22250.0,15,13,14,13
8a858f03582a54c3015830069801577c,2,10000.0,13000.0,30,17,29,17
8a858f03582a54c3015830069801577c,4,10000.0,13000.0,30,22,29,22
8a858fb557330de10157394d041943fb,7,30000.0,39000.0,60,25,30,25
8a858fbd59978ae4015998515de038de,2,10000.0,13000.0,30,33,30,33
8a858fc55bf27347015bf2a538491b80,1,10000.0,11500.0,15,30,14,30
8a858fd85507735701551173e8c225b2,9,20000.0,24500.0,30,21,29,21
8a858fd85507735701551173e8c225b2,4,10000.0,13000.0,30,29,29,29
8a858fe25b8c4e5c015b8ca60f8a23f6,5,20000.0,24500.0,30,32,30,32
8a858fe25b8c4e5c015b8ca60f8a23f6,4,20000.0,24500.0,30,11,29,11
8a858ff455a09f5a0155aaa450751528,4,20000.0,24500.0,30,30,29,30
8a858ff455a09f5a0155aaa450751528,5,20000.0,24500.0,30,32,31,32
8a858ff455a09f5a0155aaa450751528,2,10000.0,11500.0,15,14,14,14
8a858e6d58b0cc520158b12136e119c8,1,10000.0,11500.0,15,33,14,33
8a858f0c57d3fe8e0157dcd14f854fb7,2,10000.0,13000.0,30,50,30,50
8a858f3455a0d8070155c5d69e9600d4,3,20000.0,24500.0,30,28,29,28
8a858f3455a0d8070155c5d69e9600d4,8,30000.0,34400.0,30,28,29,24
8a858f745b86e128015b86f743340dc3,2,10000.0,13000.0,30,25,30,25
8a8588235384a58d01538abf515f2c2b,4,15000.0,16687.5,15,20,14,20
8a8588235384a58d01538abf515f2c2b,8,20000.0,23800.0,30,29,29,29
8a8588235384a58d01538abf515f2c2b,10,30000.0,34500.0,30,29,29,29
8a8588fd53c244bc0153c7b3845e0983,5,15000.0,18375.0,30,36,30,36
8a8588fd53c244bc0153c7b3845e0983,2,10000.0,11500.0,15,14,16,14
8a8588fd53c244bc0153c7b3845e0983,13,30000.0,36000.0,60,24,30,24
8a85892854a059ed0154a763515d5c43,5,30000.0,34500.0,30,28,29,28
8a85892854a059ed0154a763515d5c43,14,10000.0,10500.0,15,1,15,1
8a85892854a059ed0154a763515d5c43,12,40000.0,44800.0,30,29,29,29
8a85892854a059ed0154a763515d5c43,2,10000.0,11500.0,15,9,16,9
8a8589a453bc422d0153c7d352751565,2,10000.0,13000.0,30,38,29,38
8a858e045cd5b1d6015cd5e4a7971699,1,10000.0,11500.0,15,9,16,9
8a858e345bd96da8015be7a730560324,1,10000.0,13000.0,30,27,30,27
8a858e5856b7840c0156bb256d6e0e6a,2,10000.0,13000.0,30,24,31,24
8a858e5856b7840c0156bb256d6e0e6a,5,30000.0,36800.0,60,48,29,29
8a858e6059e0a7080159ecaeb62460bb,9,30000.0,34500.0,30,28,29,28
8a858e6059e0a7080159ecaeb62460bb,1,10000.0,11500.0,15,4,14,4
8a858e655cd0642d015cd1acd55855cb,1,10000.0,13000.0,30,24,29,24
8a858e785a53f8a6015a5acbb0c81532,1,10000.0,13000.0,30,24,29,24
8a858e945631db2f01563c3b2f24285c,6,20000.0,23800.0,30,27,29,27
8a858e945631db2f01563c3b2f24285c,5,15000.0,18350.0,30,26,29,26
8a858ea4582fcdc80158436e031007b4,2,10000.0,11500.0,15,7,14,7
8a858ec655f96b320156047265df266d,5,10000.0,11450.0,15,15,14,15
8a858ec655f96b320156047265df266d,8,20000.0,21800.0,15,15,14,15
8a858ec655f96b320156047265df266d,10,40000.0,44000.0,30,30,29,30
8a858ed35aec4221015aef98c80b776d,2,10000.0,11500.0,15,9,14,9
8a858edb5a70bfe0015a74c641dc0122,2,10000.0,11500.0,15,15,14,15
8a858ee05a6b7d75015a6eda09eb0502,6,20000.0,22250.0,15,0,15,0
8a858ee05a6b7d75015a6eda09eb0502,4,20000.0,23800.0,30,20,29,20
8a858ef255c55fd60155c738de611535,7,20000.0,21800.0,15,12,17,12
8a858ef255c55fd60155c738de611535,9,30000.0,34400.0,30,24,30,24
8a858ef255c55fd60155c738de611535,2,10000.0,13000.0,30,12,29,12
8a858ef255c55fd60155c738de611535,1,10000.0,11500.0,15,14,14,14
8a858f0455d9feaf0155f787fdf02e2c,4,10000.0,13000.0,30,29,29,29
8a858f085a477386015a4a4e163019b5,2,10000.0,13000.0,30,23,33,23
8a858f1a5b66e6d6015b670a7f721f33,1,10000.0,11500.0,15,17,16,17
8a858f3355ae6a610155b576b37d7dbb,9,30000.0,34500.0,30,18,29,18
8a858f3355ae6a610155b576b37d7dbb,3,10000.0,11500.0,15,10,16,10
8a858f3355ae6a610155b576b37d7dbb,2,10000.0,13000.0,30,9,29,9
8a858fda56562f8f0156646c526f10f3,5,20000.0,23800.0,30,31,29,31
8a858fda56562f8f0156646c526f10f3,6,20000.0,23800.0,30,33,29,33
8a858fe758dc437a0158f28361af1598,4,20000.0,23800.0,30,29,29,29
8a858fe758dc437a0158f28361af1598,6,20000.0,24500.0,30,28,29,28
8a858ff159ad042e0159ad17b9f60a89,1,10000.0,13000.0,30,27,29,27
8a858e0256b781d80156c0e6c47c75e9,2,10000.0,11500.0,15,12,16,12
8a858e0256b781d80156c0e6c47c75e9,6,10000.0,11500.0,15,13,14,13
8a858e5555780ea001557951c3dc6af3,1,10000.0,13000.0,30,28,30,28
8a858e875c63d395015c73ab361a141b,1,10000.0,13000.0,30,24,30,24
8a858f1554e294490154e3aa3ffe6569,3,10000.0,11500.0,15,8,15,8
8a858fbf5b3a0b46015b3b03ff5567df,3,10000.0,11500.0,15,20,14,20
8a858fbf5b3a0b46015b3b03ff5567df,5,10000.0,11500.0,15,38,15,38
8a1eb5ba49a682300149c3c068b806c7,8,30000.0,39000.0,60,50,29,38
8a1eb5ba49a682300149c3c068b806c7,6,20000.0,23800.0,30,29,29,29
8a858899538ddb8e01539483a5c32d6a,2,10000.0,13000.0,30,28,29,27
8a858899538ddb8e01539483a5c32d6a,1,5000.0,6500.0,30,24,29,24
8a858899538ddb8e01539483a5c32d6a,8,30000.0,34500.0,30,13,29,13
8a858899538ddb8e01539483a5c32d6a,10,30000.0,34400.0,30,19,29,19
8a85892854be331a0154c901e52e390a,6,30000.0,34400.0,30,31,31,31
8a85892854be331a0154c901e52e390a,5,30000.0,34400.0,30,21,31,21
8a8589a7545186b101546251628c4dee,10,40000.0,44800.0,30,35,29,35
8a8589a7545186b101546251628c4dee,3,10000.0,11500.0,15,5,14,5
8a8589a7545186b101546251628c4dee,9,40000.0,44800.0,30,27,29,27
8a8589a7545186b101546251628c4dee,1,10000.0,11500.0,15,10,14,10
8a8589f853f100fb015414f177180117,2,10000.0,11500.0,15,15,14,15
8a8589f853f100fb015414f177180117,7,20000.0,23800.0,30,58,29,58
8a8589f853f100fb015414f177180117,9,10000.0,11500.0,15,14,14,14
8a858e0a5668e69c01567edcd2bc2bf8,4,10000.0,11125.0,15,15,14,15
8a858e105c1c09c8015c1ff8c6666669,1,10000.0,13000.0,30,7,30,7
8a858e3d570f30bb01571e88fc45384b,6,30000.0,36800.0,60,60,30,39
8a858e3d570f30bb01571e88fc45384b,3,20000.0,23800.0,30,28,29,28
8a858e585693982b01569801e038172f,6,20000.0,23800.0,30,29,29,29
8a858e585693982b01569801e038172f,4,20000.0,23800.0,30,12,31,12
8a858e645755e62201575e72c8b77fd5,8,30000.0,34400.0,30,16,29,16
8a858e645755e62201575e72c8b77fd5,14,40000.0,44000.0,30,29,31,29
8a858e645755e62201575e72c8b77fd5,2,10000.0,11500.0,15,1,16,1
8a858e645755e62201575e72c8b77fd5,15,10000.0,10500.0,15,0,16,0
8a858e645755e62201575e72c8b77fd5,11,10000.0,10500.0,15,0,14,0
8a858e7d5b591490015b5c04c76a11fe,1,10000.0,11500.0,15,13,14,13
8a858e9156e137c60156ff22fcad444c,3,10000.0,13000.0,30,26,29,26
8a858e9156e137c60156ff22fcad444c,7,10000.0,11450.0,15,0,15,0
8a858e9156e137c60156ff22fcad444c,5,20000.0,21900.0,15,14,14,14
8a858e9156e137c60156ff22fcad444c,6,20000.0,23800.0,30,23,29,23
8a858e9d5b2465bb015b24743be909c3,4,20000.0,22250.0,15,11,15,11
8a858eaf570f3a0a01571816732a3ae5,5,20000.0,24500.0,30,30,29,30
8a858eaf570f3a0a01571816732a3ae5,2,10000.0,13000.0,30,31,30,31
8a858ec555f82a230155f92ff37d0b31,5,30000.0,36800.0,60,60,29,31
8a858ec555f82a230155f92ff37d0b31,10,50000.0,55000.0,60,27,29,27
8a858ec555f82a230155f92ff37d0b31,6,30000.0,36800.0,60,30,31,30
8a858ed45bc9a645015bc9d3ef6f1184,3,10000.0,13000.0,30,28,29,28
8a858eda552adcc20155538395171da2,5,30000.0,34400.0,30,29,29,29
8a858eda552adcc20155538395171da2,7,30000.0,34400.0,30,28,31,28
8a858ee758b4c54a0158d3914a3840b8,4,20000.0,23800.0,30,26,29,26
8a858ee758b4c54a0158d3914a3840b8,5,20000.0,23800.0,30,36,29,36
8a858ef45bcf0c76015bcf1a864d0462,1,10000.0,11500.0,15,7,15,7
8a858f13556665aa01556806aeb3036e,7,10000.0,11500.0,30,8,29,8
8a858f13556665aa01556806aeb3036e,8,30000.0,34500.0,30,22,29,22
8a858f13556665aa01556806aeb3036e,4,15000.0,16687.5,15,13,14,13
8a858f13556665aa01556806aeb3036e,17,50000.0,55000.0,60,32,29,32
8a858f13556665aa01556806aeb3036e,10,30000.0,34400.0,30,28,29,28
8a858f365668e43901566e36f0ed06d3,1,10000.0,13000.0,30,27,29,27
8a858f365668e43901566e36f0ed06d3,4,20000.0,24500.0,30,42,31,42
8a858f585bfd6341015c00857bc907b6,4,10000.0,12250.0,30,29,29,29
8a858f60560bc43d01560f01835b4a41,11,10000.0,11500.0,15,11,14,11
8a858f60560bc43d01560f01835b4a41,4,10000.0,11500.0,15,24,16,24
8a858f60560bc43d01560f01835b4a41,9,10000.0,11500.0,15,29,15,29
8a858f60560bc43d01560f01835b4a41,12,20000.0,21900.0,15,18,16,18
8a858f665c45930d015c50e26935397d,2,10000.0,13000.0,30,27,30,27
8a858f905c06a9c0015c0c987a4b6bf0,2,10000.0,13000.0,30,25,29,25
8a858f9f5bd99987015be272e251115c,2,10000.0,11500.0,15,16,16,16
8a858faf5679a83801568bbe45ff3d3d,1,10000.0,13000.0,30,28,29,28
8a858fc25bafabdc015bafed7f6021fa,1,10000.0,13000.0,30,24,30,24
8a858fcf5b39c3ba015b3c96e4a8646b,3,10000.0,13000.0,30,31,31,31
8a858fd85b685607015b6c5a9fd11890,2,10000.0,13000.0,30,23,29,23
8a858fe45a760203015a7f3dd68d6282,1,10000.0,13000.0,30,27,29,27
8a858ff455a09f5a0155b73fe8244da7,1,10000.0,13000.0,30,33,31,33
8a858ffc5b1f07ee015b1f4c95a13b04,1,10000.0,13000.0,30,26,32,26
8a8588fd53f1099e01540ec7527b308c,4,20000.0,24500.0,30,29,29,29
8a8588fd53f1099e01540ec7527b308c,12,30000.0,34400.0,30,16,29,16
8a8588fd53f1099e01540ec7527b308c,9,20000.0,23800.0,30,25,29,25
8a858e2c5aa96d03015aad08250b34f7,2,10000.0,13000.0,30,31,29,30
8a858e6359a764180159a89577a06015,9,30000.0,34500.0,30,26,31,26
8a858e6359a764180159a89577a06015,6,20000.0,23800.0,30,24,30,24
8a858e8e58f6d66f015904a859fd5589,1,10000.0,11500.0,15,18,16,18
8a858e8e58f6d66f015904a859fd5589,5,10000.0,11500.0,15,23,15,23
8a858f0e5a6171ba015a66d7eaf72453,3,10000.0,13000.0,30,30,30,30
8a858f78550ba104015511a5d2a42485,3,15000.0,16675.0,15,42,14,42
8a2ac4745091002b0150a144bcbe58b7,1,10000.0,13000.0,30,28,29,28
8a2ac4745091002b0150a144bcbe58b7,5,30000.0,36800.0,60,51,29,29
8a85882c546ba83501547619cd377b69,6,30000.0,34500.0,30,33,31,33
8a85882c546ba83501547619cd377b69,10,30000.0,36800.0,60,54,29,29
8a85882c546ba83501547619cd377b69,7,25000.0,28750.0,30,21,31,21
8a858900536a043401537e4c0ac5452a,11,40000.0,44000.0,30,34,29,34
8a858900536a043401537e4c0ac5452a,7,30000.0,34400.0,30,30,30,30
8a858900536a043401537e4c0ac5452a,2,5000.0,5750.0,15,12,16,12
8a85893d53e2e2f30153efcc6da71f5f,7,20000.0,23800.0,30,23,29,22
8a85893d53e2e2f30153efcc6da71f5f,5,20000.0,24500.0,30,25,29,25
8a85893d53e2e2f30153efcc6da71f5f,4,10000.0,12250.0,30,36,29,36
8a858e0156b782a10156beec8fb25d41,2,10000.0,11500.0,15,14,14,14
8a858e0156b782a10156beec8fb25d41,3,20000.0,24500.0,30,28,29,28
8a858e0156b782a10156beec8fb25d41,1,10000.0,13000.0,30,29,31,29
8a858e095aae82b7015aaf6ce0c80432,1,10000.0,13000.0,30,6,29,5
8a858e0e5b80bb4c015b81746a0f5481,2,10000.0,11500.0,15,10,14,10
8a858e145bf81459015bfc2992285a80,1,10000.0,13000.0,30,29,30,29
8a858e255557edfe01555f78e7df06dd,8,20000.0,23800.0,30,38,30,38
8a858e255557edfe01555f78e7df06dd,11,20000.0,24500.0,30,32,31,32
8a858e255557edfe01555f78e7df06dd,5,20000.0,24500.0,30,37,29,37
8a858e4e5c3502ab015c35362d7c1016,1,10000.0,11500.0,15,14,15,14
8a858e645654fdc401565acc196e2946,4,30000.0,39000.0,60,43,31,15
8a858f055d0e3d8c015d11d2a91e4d09,1,10000.0,11500.0,15,7,14,7
8a858f265c1c393e015c1e2abc1146aa,1,10000.0,13000.0,30,1,30,1
8a858f3455a0d8070155a8735a113979,1,10000.0,13000.0,30,26,29,26
8a858f3f5c35c74a015c38ba4efc74cb,1,10000.0,13000.0,30,10,30,10
8a858f4958721a8c01587e91a7af19af,3,10000.0,11500.0,15,13,14,13
8a858f4958721a8c01587e91a7af19af,4,20000.0,23800.0,30,36,29,36
8a858f585cf9d48b015cfd80919c18ed,1,10000.0,11500.0,15,8,15,8
8a858f6055f96ad20156004e79324d0f,6,30000.0,36800.0,60,55,29,31
8a858f6055f96ad20156004e79324d0f,1,10000.0,11500.0,15,12,14,12
8a858f6b570f2de901572863d8bd0a9c,6,30000.0,36800.0,60,30,30,29
8a858f6b570f2de901572863d8bd0a9c,3,10000.0,11500.0,15,6,14,6
8a858f725b49c0c0015b574551297af8,3,10000.0,13000.0,30,8,31,8
8a858f7a58c218eb0158c8e76932370e,6,20000.0,24500.0,30,24,29,24
8a858f7a58c218eb0158c8e76932370e,1,10000.0,13000.0,30,18,29,18
8a858f855bf2f1ad015bf37cd23049a3,2,10000.0,13000.0,30,29,29,29
8a858f965c6950da015c71e45ad97236,1,10000.0,13000.0,30,6,29,6
8a858f99560bbe4501560cec3a783c66,11,40000.0,44800.0,30,24,29,24
8a858f99560bbe4501560cec3a783c66,9,30000.0,34400.0,30,29,29,29
8a858f99560bbe4501560cec3a783c66,8,30000.0,34400.0,30,14,29,14
8a858fa05908043801591da2a68b288d,1,10000.0,11500.0,15,14,16,14
8a858fa05908043801591da2a68b288d,3,10000.0,13000.0,30,30,29,30
8a858fa7590af885015911cda397303a,1,10000.0,13000.0,30,32,30,32
8a858faf5679a83801568596dba677cd,9,40000.0,47600.0,60,36,31,26
8a858faf5679a83801568596dba677cd,7,30000.0,36800.0,60,55,29,29
8a858fb557330de101573d9e848a6536,5,20000.0,24500.0,30,25,29,25
8a858fb557330de101573d9e848a6536,2,10000.0,11500.0,15,17,17,17
8a858fcf5b39c3ba015b39e3223b2290,3,10000.0,11500.0,15,8,14,8
8a858fd3552c756201554e18a1b77d48,1,10000.0,13000.0,30,30,29,30
8a858fd85b685607015b6cede4f3309a,1,10000.0,11500.0,15,11,17,11
8a858fd85b685607015b6cede4f3309a,6,20000.0,24500.0,30,28,30,28
8a858fe8555f401f0155679de3f04eb4,1,10000.0,13000.0,30,28,29,28
8a858fee5863a0490158690536734bb3,7,20000.0,21800.0,15,14,16,14
8a858fee5863a0490158690536734bb3,12,40000.0,44000.0,30,32,29,32
8a858fee5863a0490158690536734bb3,9,40000.0,44800.0,30,31,29,31
8a8589f853f100fb0153f5489e6f355a,2,10000.0,13000.0,30,160,32,160
8a858eda5c8863ff015c993591b93efc,1,10000.0,13000.0,30,38,29,38
8a858fb45b58ee3b015b5974123a35b9,2,10000.0,11500.0,15,12,14,12
8a858fb95a951d1a015a99d458d711c8,1,10000.0,13000.0,30,23,29,23
8a858fb95a951d1a015a99d458d711c8,6,30000.0,34500.0,30,22,29,22
8a858fc25baeeeff015baf5022dc3611,3,10000.0,13000.0,30,27,30,27
8a858fd3552c75620155488cbd3f650d,11,40000.0,44800.0,30,22,29,17
8a858fd3552c75620155488cbd3f650d,2,10000.0,11500.0,15,6,14,6
8a858fd3552c75620155488cbd3f650d,8,30000.0,36800.0,60,12,31,12
8a858fd3552c75620155488cbd3f650d,10,40000.0,44800.0,30,30,30,30
8a858fd3552c75620155488cbd3f650d,5,30000.0,32250.0,15,14,14,14
8a858fd85b685607015b70cf46b509b2,1,10000.0,13000.0,30,24,29,24
8a858feb55f969560155ff2575dc44f4,7,20000.0,23800.0,30,26,32,26
8a858feb55f969560155ff2575dc44f4,9,10000.0,10250.0,15,0,14,0
8a858feb55f969560155ff2575dc44f4,11,40000.0,44000.0,30,19,31,19
8a858ff5562dc3b601562e96135108e3,9,10000.0,11500.0,30,25,29,25
8a858ff5562dc3b601562e96135108e3,8,30000.0,36800.0,60,61,30,31
8a858e0256b781d80156c166816621f9,8,30000.0,34400.0,30,41,29,41
8a858e0256b781d80156c166816621f9,10,30000.0,34500.0,30,33,31,33
8a858e0256b781d80156c166816621f9,3,10000.0,11500.0,15,7,14,7
8a858f0456511c9401565a9725555220,1,10000.0,13000.0,30,17,29,17
8a858f085b494826015b54791d4f0126,1,10000.0,11500.0,15,13,15,13
8a858f1554e294490154f2d722955866,1,10000.0,11500.0,15,10,16,10
8a858f1554e294490154f2d722955866,11,40000.0,44000.0,30,12,29,12
8a858f1b5b256bc9015b2f5280ff57dd,1,10000.0,11500.0,15,11,16,11
8a858f275591bf5d01559733c8767113,1,10000.0,13000.0,30,27,30,27
8a858f2d5bfcf426015bfd6c3039495d,4,20000.0,22250.0,15,16,16,16
8a858f335c8d9723015c93e33d5e77fe,1,10000.0,13000.0,30,33,31,33
8a858f54592214a0015922c0bfa71bd8,3,10000.0,11500.0,15,35,14,35
8a858f565b683b56015b800206d93f22,3,10000.0,13000.0,30,25,30,25
8a858f5e5566567d01557540adc15a20,4,10000.0,11500.0,15,51,15,51
8a858f5e5566567d01557540adc15a20,2,10000.0,11500.0,15,9,14,9
8a858f6c570f2d66015715196add220a,4,20000.0,23800.0,30,27,29,27
8a858f6c570f2d66015715196add220a,2,10000.0,13000.0,30,4,29,4
8a858f725be8d4ff015be90aaf642009,1,10000.0,13000.0,30,29,31,29
